country_code,country,source1,source2,year,exports
GMY,Germany,2.0,2.0,1981,176072.5
GMY,Germany,2.0,2.0,1982,176418.2
GMY,Germany,2.0,2.0,1983,169423.8
GMY,Germany,2.0,2.0,1984,171711.7
GMY,Germany,2.0,2.0,1985,183902.7
GMY,Germany,2.0,2.0,1986,243301.6
GMY,Germany,2.0,2.0,1987,294138.1
GMY,Germany,2.0,2.0,1988,323336.3
GMY,Germany,2.0,2.0,1989,341360.389265042
GMY,Germany,2.0,2.0,1990,409229.690401557
GMY,Germany,2.0,2.0,1991,403170.113127225
GMY,Germany,2.0,2.0,1992,425304.733413701
GMY,Germany,2.0,2.0,1993,364259.346136934
GMY,Germany,2.0,2.0,1994,421405.78070636705
GMY,Germany,2.0,2.0,1995,509305.830070989
GMY,Germany,2.0,2.0,1996,512760.45233074896
GMY,Germany,2.0,2.0,1997,511491.440268194
GMY,Germany,2.0,2.0,1998,540765.83443446
GMY,Germany,2.0,2.0,1999,535559.998734076
GMY,Germany,2.0,2.0,2000,548893.938
GMY,Germany,2.0,2.0,2001,570454.97860966
GMY,Germany,2.0,2.0,2002,613059.0329999999
GMY,Germany,2.0,2.0,2003,742177.212
GMY,Germany,2.0,2.0,2004,911809.695
GMY,Germany,2.0,2.0,2005,977088.0059999999
GMY,Germany,2.0,2.0,2006,1108898.9540000001
GMY,Germany,2.0,2.0,2007,1322186.2536
GMY,Germany,2.0,2.0,2008,1449262.0199
GMY,Germany,2.0,2.0,2009,1120610.3438
GMY,Germany,2.0,2.0,2010,1195981.2564
GMY,Germany,2.0,2.0,2011,1393885.8002
GMY,Germany,2.0,2.0,2012,1320624.8882
GMY,Germany,2.0,2.0,2013,1365713.4895
GMY,Germany,2.0,2.0,2014,1418624.7152
HUN,Hungary,,,1870,
HUN,Hungary,,,1871,
HUN,Hungary,,,1872,
HUN,Hungary,,,1873,
HUN,Hungary,,,1874,
HUN,Hungary,,,1875,
HUN,Hungary,,,1876,
HUN,Hungary,,,1877,
HUN,Hungary,,,1878,
HUN,Hungary,,,1879,
HUN,Hungary,,,1880,
HUN,Hungary,,,1881,
HUN,Hungary,,,1882,
HUN,Hungary,,,1883,
HUN,Hungary,,,1884,
HUN,Hungary,,,1885,
HUN,Hungary,,,1886,
HUN,Hungary,,,1887,
HUN,Hungary,,,1888,
HUN,Hungary,,,1889,
HUN,Hungary,,,1890,
HUN,Hungary,,,1891,
HUN,Hungary,,,1892,
HUN,Hungary,,,1893,
HUN,Hungary,,,1894,
HUN,Hungary,,,1895,
HUN,Hungary,,,1896,
HUN,Hungary,,,1897,
HUN,Hungary,,,1898,
HUN,Hungary,,,1899,
HUN,Hungary,,,1900,
HUN,Hungary,,,1901,
HUN,Hungary,,,1902,
HUN,Hungary,,,1903,
HUN,Hungary,,,1904,
HUN,Hungary,,,1905,
HUN,Hungary,,,1906,
HUN,Hungary,,,1907,
HUN,Hungary,,,1908,
HUN,Hungary,,,1909,
HUN,Hungary,,,1910,
HUN,Hungary,,,1911,
HUN,Hungary,,,1912,
HUN,Hungary,,,1913,
HUN,Hungary,,,1914,
HUN,Hungary,,,1915,
HUN,Hungary,,,1916,
HUN,Hungary,,,1917,
HUN,Hungary,,,1918,
HUN,Hungary,,,1919,
HUN,Hungary,,,1920,
HUN,Hungary,,,1921,
HUN,Hungary,,,1922,
HUN,Hungary,,,1923,
HUN,Hungary,,,1924,
HUN,Hungary,,,1925,
HUN,Hungary,,,1926,
HUN,Hungary,,,1927,
HUN,Hungary,,,1928,
HUN,Hungary,,,1929,
HUN,Hungary,,,1930,
HUN,Hungary,,,1931,
HUN,Hungary,,,1932,
HUN,Hungary,,,1933,
HUN,Hungary,,,1934,
HUN,Hungary,,,1935,
HUN,Hungary,,,1936,
HUN,Hungary,,,1937,
HUN,Hungary,,,1938,
HUN,Hungary,,,1939,
HUN,Hungary,,,1940,
HUN,Hungary,,,1941,
HUN,Hungary,,,1942,
HUN,Hungary,,,1943,
HUN,Hungary,,,1944,
HUN,Hungary,,,1945,
HUN,Hungary,,,1946,
HUN,Hungary,,,1947,
HUN,Hungary,,,1948,
HUN,Hungary,,,1949,
HUN,Hungary,,,1950,
HUN,Hungary,,,1951,
HUN,Hungary,,,1952,
HUN,Hungary,,,1953,
HUN,Hungary,,,1954,
HUN,Hungary,,,1955,
HUN,Hungary,,,1956,
HUN,Hungary,,,1957,
HUN,Hungary,,,1958,
HUN,Hungary,,,1959,
HUN,Hungary,,,1960,
HUN,Hungary,,,1961,
HUN,Hungary,,,1962,
HUN,Hungary,,,1963,
HUN,Hungary,,,1964,
HUN,Hungary,,,1965,
HUN,Hungary,,,1966,
HUN,Hungary,,,1967,
HUN,Hungary,,,1968,
HUN,Hungary,,,1969,
HUN,Hungary,,,1970,
HUN,Hungary,,,1971,
HUN,Hungary,,,1972,
HUN,Hungary,,,1973,
HUN,Hungary,,,1974,
HUN,Hungary,,,1975,
HUN,Hungary,,,1976,
HUN,Hungary,,,1977,
HUN,Hungary,,,1978,
HUN,Hungary,,,1979,
HUN,Hungary,,,1980,
HUN,Hungary,,,1981,
HUN,Hungary,,,1982,
HUN,Hungary,,,1983,
HUN,Hungary,,,1984,
HUN,Hungary,,,1985,
HUN,Hungary,,,1986,
HUN,Hungary,,,1987,
HUN,Hungary,,,1988,
HUN,Hungary,,,1989,
HUN,Hungary,,,1990,
HUN,Hungary,,,1991,
HUN,Hungary,,,1992,
HUN,Hungary,,,1993,
HUN,Hungary,,,1994,
HUN,Hungary,,,1995,
HUN,Hungary,,,1996,
HUN,Hungary,,,1997,
HUN,Hungary,,,1998,
HUN,Hungary,,,1999,
HUN,Hungary,,,2000,
HUN,Hungary,,,2001,
HUN,Hungary,,,2002,
HUN,Hungary,,,2003,
HUN,Hungary,,,2004,
HUN,Hungary,,,2005,
HUN,Hungary,,,2006,
HUN,Hungary,,,2007,
HUN,Hungary,,,2008,
HUN,Hungary,,,2009,
HUN,Hungary,,,2010,
HUN,Hungary,,,2011,
HUN,Hungary,,,2012,
HUN,Hungary,,,2013,
HUN,Hungary,,,2014,
HUN,Hungary,1.0,1.0,1870,
HUN,Hungary,1.0,1.0,1871,
HUN,Hungary,1.0,1.0,1872,
HUN,Hungary,1.0,1.0,1873,
HUN,Hungary,1.0,1.0,1874,
HUN,Hungary,1.0,1.0,1875,
HUN,Hungary,1.0,1.0,1876,
HUN,Hungary,1.0,1.0,1877,
HUN,Hungary,1.0,1.0,1878,
HUN,Hungary,1.0,1.0,1879,
HUN,Hungary,1.0,1.0,1880,
HUN,Hungary,1.0,1.0,1881,
HUN,Hungary,1.0,1.0,1882,
HUN,Hungary,1.0,1.0,1883,
HUN,Hungary,1.0,1.0,1884,
HUN,Hungary,1.0,1.0,1885,
HUN,Hungary,1.0,1.0,1886,
HUN,Hungary,1.0,1.0,1887,
HUN,Hungary,1.0,1.0,1888,
HUN,Hungary,1.0,1.0,1889,
HUN,Hungary,1.0,1.0,1890,
HUN,Hungary,1.0,1.0,1891,
HUN,Hungary,1.0,1.0,1892,
HUN,Hungary,1.0,1.0,1893,
HUN,Hungary,1.0,1.0,1894,
HUN,Hungary,1.0,1.0,1895,
HUN,Hungary,1.0,1.0,1896,
HUN,Hungary,1.0,1.0,1897,
HUN,Hungary,1.0,1.0,1898,
HUN,Hungary,1.0,1.0,1899,
HUN,Hungary,1.0,1.0,1900,
HUN,Hungary,1.0,1.0,1901,
HUN,Hungary,1.0,1.0,1902,
HUN,Hungary,1.0,1.0,1903,
HUN,Hungary,1.0,1.0,1904,
HUN,Hungary,1.0,1.0,1905,
HUN,Hungary,1.0,1.0,1906,
HUN,Hungary,1.0,1.0,1907,
HUN,Hungary,1.0,1.0,1908,
HUN,Hungary,1.0,1.0,1909,
HUN,Hungary,1.0,1.0,1910,
HUN,Hungary,1.0,1.0,1911,
HUN,Hungary,1.0,1.0,1912,
HUN,Hungary,1.0,1.0,1913,
HUN,Hungary,1.0,1.0,1914,
HUN,Hungary,1.0,1.0,1915,
HUN,Hungary,1.0,1.0,1916,
HUN,Hungary,1.0,1.0,1917,
HUN,Hungary,1.0,1.0,1918,
HUN,Hungary,1.0,1.0,1919,85.0
HUN,Hungary,1.0,1.0,1920,33.279998779296896
HUN,Hungary,1.0,1.0,1921,51.439998626709006
HUN,Hungary,1.0,1.0,1922,66.879997253418
HUN,Hungary,1.0,1.0,1923,68.4899978637695
HUN,Hungary,1.0,1.0,1924,116.48999786376999
HUN,Hungary,1.0,1.0,1925,141.830001831055
HUN,Hungary,1.0,1.0,1926,151.899993896484
HUN,Hungary,1.0,1.0,1927,139.839996337891
HUN,Hungary,1.0,1.0,1928,142.881500244141
HUN,Hungary,1.0,1.0,1929,181.326354980469
HUN,Hungary,1.0,1.0,1930,159.445007324219
HUN,Hungary,1.0,1.0,1931,99.4764404296875
HUN,Hungary,1.0,1.0,1932,58.4642219543457
HUN,Hungary,1.0,1.0,1933,86.1461181640625
HUN,Hungary,1.0,1.0,1934,119.526626586914
HUN,Hungary,1.0,1.0,1935,133.0
HUN,Hungary,1.0,1.0,1936,148.672561645508
HUN,Hungary,1.0,1.0,1937,173.451324462891
HUN,Hungary,1.0,1.0,1938,155.0
HUN,Hungary,1.0,1.0,1939,178.899993896484
HUN,Hungary,1.0,1.0,1940,86.0999984741211
HUN,Hungary,1.0,1.0,1941,167.899993896484
HUN,Hungary,1.0,1.0,1942,279.70001220703097
HUN,Hungary,1.0,1.0,1943,313.0
HUN,Hungary,1.0,1.0,1944,230.0
HUN,Hungary,1.0,1.0,1945,1.0
HUN,Hungary,1.0,1.0,1946,35.5
HUN,Hungary,1.0,1.0,1947,88.6999969482422
HUN,Hungary,1.0,1.0,1948,164.600006103516
HUN,Hungary,1.0,1.0,1949,280.5
HUN,Hungary,1.0,1.0,1950,328.5
HUN,Hungary,1.0,1.0,1951,395.700012207031
HUN,Hungary,1.0,1.0,1952,438.100006103516
HUN,Hungary,1.0,1.0,1953,468.200012207031
HUN,Hungary,1.0,1.0,1954,519.200012207031
HUN,Hungary,1.0,1.0,1955,601.0
HUN,Hungary,1.0,1.0,1956,486.899993896484
HUN,Hungary,1.0,1.0,1957,487.899993896484
HUN,Hungary,1.0,1.0,1958,683.5
HUN,Hungary,1.0,1.0,1959,769.599975585938
HUN,Hungary,1.0,1.0,1960,
HUN,Hungary,1.0,1.0,1961,
HUN,Hungary,1.0,1.0,1962,
HUN,Hungary,1.0,1.0,1963,
HUN,Hungary,1.0,1.0,1964,
HUN,Hungary,1.0,1.0,1965,
HUN,Hungary,1.0,1.0,1966,
HUN,Hungary,1.0,1.0,1967,
HUN,Hungary,1.0,1.0,1968,
HUN,Hungary,1.0,1.0,1969,
HUN,Hungary,1.0,1.0,1970,
HUN,Hungary,1.0,1.0,1971,
HUN,Hungary,1.0,1.0,1972,
HUN,Hungary,1.0,1.0,1973,
HUN,Hungary,1.0,1.0,1974,
HUN,Hungary,1.0,1.0,1975,
HUN,Hungary,1.0,1.0,1976,
HUN,Hungary,1.0,1.0,1977,
HUN,Hungary,1.0,1.0,1978,
HUN,Hungary,1.0,1.0,1979,
HUN,Hungary,1.0,1.0,1980,
HUN,Hungary,1.0,1.0,1981,
HUN,Hungary,1.0,1.0,1982,
HUN,Hungary,1.0,1.0,1983,
HUN,Hungary,1.0,1.0,1984,
HUN,Hungary,1.0,1.0,1985,
HUN,Hungary,1.0,1.0,1986,
HUN,Hungary,1.0,1.0,1987,
HUN,Hungary,1.0,1.0,1988,
HUN,Hungary,1.0,1.0,1989,
HUN,Hungary,1.0,1.0,1990,
HUN,Hungary,1.0,1.0,1991,
HUN,Hungary,1.0,1.0,1992,
HUN,Hungary,1.0,1.0,1993,
HUN,Hungary,1.0,1.0,1994,
HUN,Hungary,1.0,1.0,1995,
HUN,Hungary,1.0,1.0,1996,
HUN,Hungary,1.0,1.0,1997,
HUN,Hungary,1.0,1.0,1998,
HUN,Hungary,1.0,1.0,1999,
HUN,Hungary,1.0,1.0,2000,
HUN,Hungary,1.0,1.0,2001,
HUN,Hungary,1.0,1.0,2002,
HUN,Hungary,1.0,1.0,2003,
HUN,Hungary,1.0,1.0,2004,
HUN,Hungary,1.0,1.0,2005,
HUN,Hungary,1.0,1.0,2006,
HUN,Hungary,1.0,1.0,2007,
HUN,Hungary,1.0,1.0,2008,
HUN,Hungary,1.0,1.0,2009,
HUN,Hungary,1.0,1.0,2010,
HUN,Hungary,1.0,1.0,2011,
HUN,Hungary,1.0,1.0,2012,
HUN,Hungary,1.0,1.0,2013,
HUN,Hungary,1.0,1.0,2014,
HUN,Hungary,2.0,2.0,1870,
HUN,Hungary,2.0,2.0,1871,
HUN,Hungary,2.0,2.0,1872,
HUN,Hungary,2.0,2.0,1873,
HUN,Hungary,2.0,2.0,1874,
HUN,Hungary,2.0,2.0,1875,
HUN,Hungary,2.0,2.0,1876,
HUN,Hungary,2.0,2.0,1877,
HUN,Hungary,2.0,2.0,1878,
HUN,Hungary,2.0,2.0,1879,
HUN,Hungary,2.0,2.0,1880,
HUN,Hungary,2.0,2.0,1881,
HUN,Hungary,2.0,2.0,1882,
HUN,Hungary,2.0,2.0,1883,
HUN,Hungary,2.0,2.0,1884,
HUN,Hungary,2.0,2.0,1885,
HUN,Hungary,2.0,2.0,1886,
HUN,Hungary,2.0,2.0,1887,
HUN,Hungary,2.0,2.0,1888,
HUN,Hungary,2.0,2.0,1889,
HUN,Hungary,2.0,2.0,1890,
HUN,Hungary,2.0,2.0,1891,
HUN,Hungary,2.0,2.0,1892,
HUN,Hungary,2.0,2.0,1893,
HUN,Hungary,2.0,2.0,1894,
HUN,Hungary,2.0,2.0,1895,
HUN,Hungary,2.0,2.0,1896,
HUN,Hungary,2.0,2.0,1897,
HUN,Hungary,2.0,2.0,1898,
HUN,Hungary,2.0,2.0,1899,
HUN,Hungary,2.0,2.0,1900,
HUN,Hungary,2.0,2.0,1901,
HUN,Hungary,2.0,2.0,1902,
HUN,Hungary,2.0,2.0,1903,
HUN,Hungary,2.0,2.0,1904,
HUN,Hungary,2.0,2.0,1905,
HUN,Hungary,2.0,2.0,1906,
HUN,Hungary,2.0,2.0,1907,
HUN,Hungary,2.0,2.0,1908,
HUN,Hungary,2.0,2.0,1909,
HUN,Hungary,2.0,2.0,1910,
HUN,Hungary,2.0,2.0,1911,
HUN,Hungary,2.0,2.0,1912,
HUN,Hungary,2.0,2.0,1913,
HUN,Hungary,2.0,2.0,1914,
HUN,Hungary,2.0,2.0,1915,
HUN,Hungary,2.0,2.0,1916,
HUN,Hungary,2.0,2.0,1917,
HUN,Hungary,2.0,2.0,1918,
HUN,Hungary,2.0,2.0,1919,
HUN,Hungary,2.0,2.0,1920,
HUN,Hungary,2.0,2.0,1921,
HUN,Hungary,2.0,2.0,1922,
HUN,Hungary,2.0,2.0,1923,
HUN,Hungary,2.0,2.0,1924,
HUN,Hungary,2.0,2.0,1925,
HUN,Hungary,2.0,2.0,1926,
HUN,Hungary,2.0,2.0,1927,
HUN,Hungary,2.0,2.0,1928,
HUN,Hungary,2.0,2.0,1929,
HUN,Hungary,2.0,2.0,1930,
HUN,Hungary,2.0,2.0,1931,
HUN,Hungary,2.0,2.0,1932,
HUN,Hungary,2.0,2.0,1933,
HUN,Hungary,2.0,2.0,1934,
HUN,Hungary,2.0,2.0,1935,
HUN,Hungary,2.0,2.0,1936,
HUN,Hungary,2.0,2.0,1937,
HUN,Hungary,2.0,2.0,1938,
HUN,Hungary,2.0,2.0,1939,
HUN,Hungary,2.0,2.0,1940,
HUN,Hungary,2.0,2.0,1941,
HUN,Hungary,2.0,2.0,1942,
HUN,Hungary,2.0,2.0,1943,
HUN,Hungary,2.0,2.0,1944,
HUN,Hungary,2.0,2.0,1945,
HUN,Hungary,2.0,2.0,1946,
HUN,Hungary,2.0,2.0,1947,
HUN,Hungary,2.0,2.0,1948,
HUN,Hungary,2.0,2.0,1949,
HUN,Hungary,2.0,2.0,1950,
HUN,Hungary,2.0,2.0,1951,
HUN,Hungary,2.0,2.0,1952,
HUN,Hungary,2.0,2.0,1953,
HUN,Hungary,2.0,2.0,1954,
HUN,Hungary,2.0,2.0,1955,
HUN,Hungary,2.0,2.0,1956,
HUN,Hungary,2.0,2.0,1957,
HUN,Hungary,2.0,2.0,1958,
HUN,Hungary,2.0,2.0,1959,
HUN,Hungary,2.0,2.0,1960,217.03
HUN,Hungary,2.0,2.0,1961,220.18
HUN,Hungary,2.0,2.0,1962,
HUN,Hungary,2.0,2.0,1963,
HUN,Hungary,2.0,2.0,1964,
HUN,Hungary,2.0,2.0,1965,
HUN,Hungary,2.0,2.0,1966,
HUN,Hungary,2.0,2.0,1967,
HUN,Hungary,2.0,2.0,1968,1334.15
HUN,Hungary,2.0,2.0,1969,1553.45
HUN,Hungary,2.0,2.0,1970,1726.31
HUN,Hungary,2.0,2.0,1971,1848.0
HUN,Hungary,2.0,2.0,1972,2403.0
HUN,Hungary,2.0,2.0,1973,3351.84
HUN,Hungary,2.0,2.0,1974,3942.55
HUN,Hungary,2.0,2.0,1975,4519.51
HUN,Hungary,2.0,2.0,1976,4926.92
HUN,Hungary,2.0,2.0,1977,5825.29
HUN,Hungary,2.0,2.0,1978,6352.22
HUN,Hungary,2.0,2.0,1979,7931.22
HUN,Hungary,2.0,2.0,1980,8649.56
HUN,Hungary,2.0,2.0,1981,8732.44
HUN,Hungary,2.0,2.0,1982,8790.92
HUN,Hungary,2.0,2.0,1983,8702.09
HUN,Hungary,2.0,2.0,1984,8564.74
HUN,Hungary,2.0,2.0,1985,8542.68
HUN,Hungary,2.0,2.0,1986,9157.76
HUN,Hungary,2.0,2.0,1987,9555.65
HUN,Hungary,2.0,2.0,1988,9943.93
HUN,Hungary,2.0,2.0,1989,9682.23245900597
HUN,Hungary,2.0,2.0,1990,9592.720868084209
HUN,Hungary,2.0,2.0,1991,9971.6
HUN,Hungary,2.0,2.0,1992,10728.0
HUN,Hungary,2.0,2.0,1993,8597.7
HUN,Hungary,2.0,2.0,1994,10587.6
HUN,Hungary,2.0,2.0,1995,12861.4
HUN,Hungary,2.0,2.0,1996,13144.659
HUN,Hungary,2.0,2.0,1997,19099.94
HUN,Hungary,2.0,2.0,1998,23005.465
HUN,Hungary,2.0,2.0,1999,24848.994
HUN,Hungary,2.0,2.0,2000,28087.8
HUN,Hungary,2.0,2.0,2001,30155.472999999998
HUN,Hungary,2.0,2.0,2002,33959.789
HUN,Hungary,2.0,2.0,2003,42479.657999999996
HUN,Hungary,2.0,2.0,2004,54783.575999999994
HUN,Hungary,2.0,2.0,2005,62808.9674
HUN,Hungary,2.0,2.0,2006,75370.1944
HUN,Hungary,2.0,2.0,2007,95570.3637
HUN,Hungary,2.0,2.0,2008,108334.9897
HUN,Hungary,2.0,2.0,2009,83194.5433
HUN,Hungary,2.0,2.0,2010,93917.4061
HUN,Hungary,2.0,2.0,2011,109518.355
HUN,Hungary,2.0,2.0,2012,100253.6356
HUN,Hungary,2.0,2.0,2013,104620.5165
HUN,Hungary,2.0,2.0,2014,107904.84199999999
HUN,Hungary,2.2,2.2,1870,
HUN,Hungary,2.2,2.2,1871,
HUN,Hungary,2.2,2.2,1872,
HUN,Hungary,2.2,2.2,1873,
HUN,Hungary,2.2,2.2,1874,
HUN,Hungary,2.2,2.2,1875,
HUN,Hungary,2.2,2.2,1876,
HUN,Hungary,2.2,2.2,1877,
HUN,Hungary,2.2,2.2,1878,
HUN,Hungary,2.2,2.2,1879,
HUN,Hungary,2.2,2.2,1880,
HUN,Hungary,2.2,2.2,1881,
HUN,Hungary,2.2,2.2,1882,
HUN,Hungary,2.2,2.2,1883,
HUN,Hungary,2.2,2.2,1884,
HUN,Hungary,2.2,2.2,1885,
HUN,Hungary,2.2,2.2,1886,
HUN,Hungary,2.2,2.2,1887,
HUN,Hungary,2.2,2.2,1888,
HUN,Hungary,2.2,2.2,1889,
HUN,Hungary,2.2,2.2,1890,
HUN,Hungary,2.2,2.2,1891,
HUN,Hungary,2.2,2.2,1892,
HUN,Hungary,2.2,2.2,1893,
HUN,Hungary,2.2,2.2,1894,
HUN,Hungary,2.2,2.2,1895,
HUN,Hungary,2.2,2.2,1896,
HUN,Hungary,2.2,2.2,1897,
HUN,Hungary,2.2,2.2,1898,
HUN,Hungary,2.2,2.2,1899,
HUN,Hungary,2.2,2.2,1900,
HUN,Hungary,2.2,2.2,1901,
HUN,Hungary,2.2,2.2,1902,
HUN,Hungary,2.2,2.2,1903,
HUN,Hungary,2.2,2.2,1904,
HUN,Hungary,2.2,2.2,1905,
HUN,Hungary,2.2,2.2,1906,
HUN,Hungary,2.2,2.2,1907,
HUN,Hungary,2.2,2.2,1908,
HUN,Hungary,2.2,2.2,1909,
HUN,Hungary,2.2,2.2,1910,
HUN,Hungary,2.2,2.2,1911,
HUN,Hungary,2.2,2.2,1912,
HUN,Hungary,2.2,2.2,1913,
HUN,Hungary,2.2,2.2,1914,
HUN,Hungary,2.2,2.2,1915,
HUN,Hungary,2.2,2.2,1916,
HUN,Hungary,2.2,2.2,1917,
HUN,Hungary,2.2,2.2,1918,
HUN,Hungary,2.2,2.2,1919,
HUN,Hungary,2.2,2.2,1920,
HUN,Hungary,2.2,2.2,1921,
HUN,Hungary,2.2,2.2,1922,
HUN,Hungary,2.2,2.2,1923,
HUN,Hungary,2.2,2.2,1924,
HUN,Hungary,2.2,2.2,1925,
HUN,Hungary,2.2,2.2,1926,
HUN,Hungary,2.2,2.2,1927,
HUN,Hungary,2.2,2.2,1928,
HUN,Hungary,2.2,2.2,1929,
HUN,Hungary,2.2,2.2,1930,
HUN,Hungary,2.2,2.2,1931,
HUN,Hungary,2.2,2.2,1932,
HUN,Hungary,2.2,2.2,1933,
HUN,Hungary,2.2,2.2,1934,
HUN,Hungary,2.2,2.2,1935,
HUN,Hungary,2.2,2.2,1936,
HUN,Hungary,2.2,2.2,1937,
HUN,Hungary,2.2,2.2,1938,
HUN,Hungary,2.2,2.2,1939,
HUN,Hungary,2.2,2.2,1940,
HUN,Hungary,2.2,2.2,1941,
HUN,Hungary,2.2,2.2,1942,
HUN,Hungary,2.2,2.2,1943,
HUN,Hungary,2.2,2.2,1944,
HUN,Hungary,2.2,2.2,1945,
HUN,Hungary,2.2,2.2,1946,
HUN,Hungary,2.2,2.2,1947,
HUN,Hungary,2.2,2.2,1948,
HUN,Hungary,2.2,2.2,1949,
HUN,Hungary,2.2,2.2,1950,
HUN,Hungary,2.2,2.2,1951,
HUN,Hungary,2.2,2.2,1952,
HUN,Hungary,2.2,2.2,1953,
HUN,Hungary,2.2,2.2,1954,
HUN,Hungary,2.2,2.2,1955,
HUN,Hungary,2.2,2.2,1956,
HUN,Hungary,2.2,2.2,1957,
HUN,Hungary,2.2,2.2,1958,
HUN,Hungary,2.2,2.2,1959,
HUN,Hungary,2.2,2.2,1960,
HUN,Hungary,2.2,2.2,1961,
HUN,Hungary,2.2,2.2,1962,1099.30004882812
HUN,Hungary,2.2,2.2,1963,1205.80004882812
HUN,Hungary,2.2,2.2,1964,1351.80004882812
HUN,Hungary,2.2,2.2,1965,1509.5
HUN,Hungary,2.2,2.2,1966,1593.3000488281198
HUN,Hungary,2.2,2.2,1967,1701.11999511719
HUN,Hungary,2.2,2.2,1968,
HUN,Hungary,2.2,2.2,1969,
HUN,Hungary,2.2,2.2,1970,
HUN,Hungary,2.2,2.2,1971,
HUN,Hungary,2.2,2.2,1972,
HUN,Hungary,2.2,2.2,1973,
HUN,Hungary,2.2,2.2,1974,
HUN,Hungary,2.2,2.2,1975,
HUN,Hungary,2.2,2.2,1976,
HUN,Hungary,2.2,2.2,1977,
HUN,Hungary,2.2,2.2,1978,
HUN,Hungary,2.2,2.2,1979,
HUN,Hungary,2.2,2.2,1980,
HUN,Hungary,2.2,2.2,1981,
HUN,Hungary,2.2,2.2,1982,
HUN,Hungary,2.2,2.2,1983,
HUN,Hungary,2.2,2.2,1984,
HUN,Hungary,2.2,2.2,1985,
HUN,Hungary,2.2,2.2,1986,
HUN,Hungary,2.2,2.2,1987,
HUN,Hungary,2.2,2.2,1988,
HUN,Hungary,2.2,2.2,1989,
HUN,Hungary,2.2,2.2,1990,
HUN,Hungary,2.2,2.2,1991,
HUN,Hungary,2.2,2.2,1992,
HUN,Hungary,2.2,2.2,1993,
HUN,Hungary,2.2,2.2,1994,
HUN,Hungary,2.2,2.2,1995,
HUN,Hungary,2.2,2.2,1996,
HUN,Hungary,2.2,2.2,1997,
HUN,Hungary,2.2,2.2,1998,
HUN,Hungary,2.2,2.2,1999,
HUN,Hungary,2.2,2.2,2000,
HUN,Hungary,2.2,2.2,2001,
HUN,Hungary,2.2,2.2,2002,
HUN,Hungary,2.2,2.2,2003,
HUN,Hungary,2.2,2.2,2004,
HUN,Hungary,2.2,2.2,2005,
HUN,Hungary,2.2,2.2,2006,
HUN,Hungary,2.2,2.2,2007,
HUN,Hungary,2.2,2.2,2008,
HUN,Hungary,2.2,2.2,2009,
HUN,Hungary,2.2,2.2,2010,
HUN,Hungary,2.2,2.2,2011,
HUN,Hungary,2.2,2.2,2012,
HUN,Hungary,2.2,2.2,2013,
HUN,Hungary,2.2,2.2,2014,
ITA,Italy,,,1870,
ITA,Italy,,,1871,
ITA,Italy,,,1872,
ITA,Italy,,,1873,
ITA,Italy,,,1874,
ITA,Italy,,,1875,
ITA,Italy,,,1876,
ITA,Italy,,,1877,
ITA,Italy,,,1878,
ITA,Italy,,,1879,
ITA,Italy,,,1880,
ITA,Italy,,,1881,
ITA,Italy,,,1882,
ITA,Italy,,,1883,
ITA,Italy,,,1884,
ITA,Italy,,,1885,
ITA,Italy,,,1886,
ITA,Italy,,,1887,
ITA,Italy,,,1888,
ITA,Italy,,,1889,
ITA,Italy,,,1890,
ITA,Italy,,,1891,
ITA,Italy,,,1892,
ITA,Italy,,,1893,
ITA,Italy,,,1894,
ITA,Italy,,,1895,
ITA,Italy,,,1896,
ITA,Italy,,,1897,
ITA,Italy,,,1898,
ITA,Italy,,,1899,
ITA,Italy,,,1900,
ITA,Italy,,,1901,
ITA,Italy,,,1902,
ITA,Italy,,,1903,
ITA,Italy,,,1904,
ITA,Italy,,,1905,
ITA,Italy,,,1906,
ITA,Italy,,,1907,
ITA,Italy,,,1908,
ITA,Italy,,,1909,
ITA,Italy,,,1910,
ITA,Italy,,,1911,
ITA,Italy,,,1912,
ITA,Italy,,,1913,
ITA,Italy,,,1914,
ITA,Italy,,,1915,
ITA,Italy,,,1916,
ITA,Italy,,,1917,
ITA,Italy,,,1918,
ITA,Italy,,,1919,
ITA,Italy,,,1920,
ITA,Italy,,,1921,
ITA,Italy,,,1922,
ITA,Italy,,,1923,
ITA,Italy,,,1924,
ITA,Italy,,,1925,
ITA,Italy,,,1926,
ITA,Italy,,,1927,
ITA,Italy,,,1928,
ITA,Italy,,,1929,
ITA,Italy,,,1930,
ITA,Italy,,,1931,
ITA,Italy,,,1932,
ITA,Italy,,,1933,
ITA,Italy,,,1934,
ITA,Italy,,,1935,
ITA,Italy,,,1936,
ITA,Italy,,,1937,
ITA,Italy,,,1938,
ITA,Italy,,,1939,
ITA,Italy,,,1940,
ITA,Italy,,,1941,
ITA,Italy,,,1942,
ITA,Italy,,,1943,
ITA,Italy,,,1944,
ITA,Italy,,,1945,
ITA,Italy,,,1946,
ITA,Italy,,,1947,
ITA,Italy,,,1948,
ITA,Italy,,,1949,
ITA,Italy,,,1950,
ITA,Italy,,,1951,
ITA,Italy,,,1952,
ITA,Italy,,,1953,
ITA,Italy,,,1954,
ITA,Italy,,,1955,
ITA,Italy,,,1956,
ITA,Italy,,,1957,
ITA,Italy,,,1958,
ITA,Italy,,,1959,
ITA,Italy,,,1960,
ITA,Italy,,,1961,
ITA,Italy,,,1962,
ITA,Italy,,,1963,
