origin_country_code,destination_country_code,comlang_ethno,colony,dist
USA,PHL,1,1,13680.8
USA,PLW,1,1,13939.87
USA,PNG,1,0,14704.44
USA,POL,0,0,6855.422
USA,PRI,1,1,2594.429
USA,PRK,0,0,10933.23
USA,PRT,0,0,5425.189
USA,PRY,1,0,7537.521
USA,PYF,0,0,10122.77
USA,QAT,0,0,10782.51
USA,REU,0,0,14806.79
USA,ROM,0,0,7656.178
USA,RUS,0,0,7517.972
USA,RWA,1,0,11340.34
USA,SAU,0,0,10527.4
USA,SDN,0,0,10225.49
USA,SEN,0,0,6157.48
USA,SGP,1,0,15350.5
USA,SHN,1,0,9439.94
USA,SLB,0,0,13708.61
USA,SLE,1,0,6947.481
USA,SLV,1,0,3355.771
USA,SMR,0,0,6777.457
USA,SOM,0,0,12283
USA,SPM,0,0,1573.979
USA,STP,0,0,9221.021
USA,SUR,0,0,4309.072
USA,SVK,0,0,6852.755
USA,SVN,0,0,6796.301
USA,SWE,0,0,6322.853
USA,SWZ,0,0,13114.1
USA,SYC,1,0,13599.33
USA,SYR,0,0,9115.136
USA,TCA,1,0,2163.191
USA,TCD,0,0,9052.158
USA,TGO,0,0,8335.612
USA,THA,0,0,13943.4
USA,TJK,0,0,10426.23
USA,TKL,1,0,11341.68
USA,TKM,0,0,10024.92
USA,TMP,0,0,15962.92
USA,TON,0,0,12455.56
USA,TTO,1,0,3569.325
USA,TUN,0,0,7023.072
USA,TUR,0,0,8070.75
USA,TUV,0,0,12047.3
USA,TWN,0,0,12532.54
USA,TZA,0,0,12470.74
USA,UGA,1,0,11381.89
USA,UKR,0,0,7515.91
USA,URY,1,0,8617.354
USA,USA,0,0,1161.074
USA,UZB,0,0,10179.66
USA,VCT,1,0,3308.9
USA,VEN,1,0,3428.63
USA,VGB,1,0,2638.875
USA,VNM,0,0,13159.26
USA,VUT,1,0,13612.16
USA,WLF,0,0,11999.86
USA,WSM,1,0,13049.8
USA,YEM,0,0,11120.31
USA,YUG,0,0,7266.376
USA,ZAF,1,0,12581.72
USA,ZAR,0,0,10270.25
USA,ZMB,1,0,12156.13
USA,ZWE,1,0,12552.13
