country_code,country,source1,source2,variable,imports
CZE,Czechoslovakia,,,1958,
CZE,Czechoslovakia,,,1959,
CZE,Czechoslovakia,,,1960,
CZE,Czechoslovakia,,,1961,
CZE,Czechoslovakia,,,1962,
CZE,Czechoslovakia,,,1963,
CZE,Czechoslovakia,,,1964,
CZE,Czechoslovakia,,,1965,
CZE,Czechoslovakia,,,1966,
CZE,Czechoslovakia,,,1967,
CZE,Czechoslovakia,,,1968,
CZE,Czechoslovakia,,,1969,
CZE,Czechoslovakia,,,1970,
CZE,Czechoslovakia,,,1971,
CZE,Czechoslovakia,,,1972,
CZE,Czechoslovakia,,,1973,
CZE,Czechoslovakia,,,1974,
CZE,Czechoslovakia,,,1975,
CZE,Czechoslovakia,,,1976,
CZE,Czechoslovakia,,,1977,
CZE,Czechoslovakia,,,1978,
CZE,Czechoslovakia,,,1979,
CZE,Czechoslovakia,,,1980,
CZE,Czechoslovakia,,,1981,
CZE,Czechoslovakia,,,1982,
CZE,Czechoslovakia,,,1983,
CZE,Czechoslovakia,,,1984,
CZE,Czechoslovakia,,,1985,
CZE,Czechoslovakia,,,1986,
CZE,Czechoslovakia,,,1987,
CZE,Czechoslovakia,,,1988,
CZE,Czechoslovakia,,,1989,
CZE,Czechoslovakia,,,1990,
CZE,Czechoslovakia,,,1991,
CZE,Czechoslovakia,,,1992,
CZE,Czechoslovakia,,,1993,
CZE,Czechoslovakia,,,1994,
CZE,Czechoslovakia,,,1995,
CZE,Czechoslovakia,,,1996,
CZE,Czechoslovakia,,,1997,
CZE,Czechoslovakia,,,1998,
CZE,Czechoslovakia,,,1999,
CZE,Czechoslovakia,,,2000,
CZE,Czechoslovakia,,,2001,
CZE,Czechoslovakia,,,2002,
CZE,Czechoslovakia,,,2003,
CZE,Czechoslovakia,,,2004,
CZE,Czechoslovakia,,,2005,
CZE,Czechoslovakia,,,2006,
CZE,Czechoslovakia,,,2007,
CZE,Czechoslovakia,,,2008,
CZE,Czechoslovakia,,,2009,
CZE,Czechoslovakia,,,2010,
CZE,Czechoslovakia,,,2011,
CZE,Czechoslovakia,,,2012,
CZE,Czechoslovakia,,,2013,
CZE,Czechoslovakia,,,2014,
CZE,Czechoslovakia,1.0,1.0,1870,
CZE,Czechoslovakia,1.0,1.0,1871,
CZE,Czechoslovakia,1.0,1.0,1872,
CZE,Czechoslovakia,1.0,1.0,1873,
CZE,Czechoslovakia,1.0,1.0,1874,
CZE,Czechoslovakia,1.0,1.0,1875,
CZE,Czechoslovakia,1.0,1.0,1876,
CZE,Czechoslovakia,1.0,1.0,1877,
CZE,Czechoslovakia,1.0,1.0,1878,
CZE,Czechoslovakia,1.0,1.0,1879,
CZE,Czechoslovakia,1.0,1.0,1880,
CZE,Czechoslovakia,1.0,1.0,1881,
CZE,Czechoslovakia,1.0,1.0,1882,
CZE,Czechoslovakia,1.0,1.0,1883,
CZE,Czechoslovakia,1.0,1.0,1884,
CZE,Czechoslovakia,1.0,1.0,1885,
CZE,Czechoslovakia,1.0,1.0,1886,
CZE,Czechoslovakia,1.0,1.0,1887,
CZE,Czechoslovakia,1.0,1.0,1888,
CZE,Czechoslovakia,1.0,1.0,1889,
CZE,Czechoslovakia,1.0,1.0,1890,
CZE,Czechoslovakia,1.0,1.0,1891,
CZE,Czechoslovakia,1.0,1.0,1892,
CZE,Czechoslovakia,1.0,1.0,1893,
CZE,Czechoslovakia,1.0,1.0,1894,
CZE,Czechoslovakia,1.0,1.0,1895,
CZE,Czechoslovakia,1.0,1.0,1896,
CZE,Czechoslovakia,1.0,1.0,1897,
CZE,Czechoslovakia,1.0,1.0,1898,
CZE,Czechoslovakia,1.0,1.0,1899,
CZE,Czechoslovakia,1.0,1.0,1900,
CZE,Czechoslovakia,1.0,1.0,1901,
CZE,Czechoslovakia,1.0,1.0,1902,
CZE,Czechoslovakia,1.0,1.0,1903,
CZE,Czechoslovakia,1.0,1.0,1904,
CZE,Czechoslovakia,1.0,1.0,1905,
CZE,Czechoslovakia,1.0,1.0,1906,
CZE,Czechoslovakia,1.0,1.0,1907,
CZE,Czechoslovakia,1.0,1.0,1908,
CZE,Czechoslovakia,1.0,1.0,1909,
CZE,Czechoslovakia,1.0,1.0,1910,
CZE,Czechoslovakia,1.0,1.0,1911,
CZE,Czechoslovakia,1.0,1.0,1912,
CZE,Czechoslovakia,1.0,1.0,1913,
CZE,Czechoslovakia,1.0,1.0,1914,
CZE,Czechoslovakia,1.0,1.0,1915,
CZE,Czechoslovakia,1.0,1.0,1916,
CZE,Czechoslovakia,1.0,1.0,1917,
CZE,Czechoslovakia,1.0,1.0,1918,
CZE,Czechoslovakia,1.0,1.0,1919,90.0
CZE,Czechoslovakia,1.0,1.0,1920,271.46173095703097
CZE,Czechoslovakia,1.0,1.0,1921,298.412506103516
CZE,Czechoslovakia,1.0,1.0,1922,326.669891357422
CZE,Czechoslovakia,1.0,1.0,1923,212.093292236328
CZE,Czechoslovakia,1.0,1.0,1924,467.699127197266
CZE,Czechoslovakia,1.0,1.0,1925,528.592834472656
CZE,Czechoslovakia,1.0,1.0,1926,452.249847412109
CZE,Czechoslovakia,1.0,1.0,1927,531.7347412109381
CZE,Czechoslovakia,1.0,1.0,1928,568.6204833984381
CZE,Czechoslovakia,1.0,1.0,1929,591.7110595703119
CZE,Czechoslovakia,1.0,1.0,1930,464.772064208984
CZE,Czechoslovakia,1.0,1.0,1931,349.348724365234
CZE,Czechoslovakia,1.0,1.0,1932,220.840728759766
CZE,Czechoslovakia,1.0,1.0,1933,221.543167114258
CZE,Czechoslovakia,1.0,1.0,1934,295.348846435547
CZE,Czechoslovakia,1.0,1.0,1935,280.93646240234403
CZE,Czechoslovakia,1.0,1.0,1936,326.70806884765597
CZE,Czechoslovakia,1.0,1.0,1937,387.32394409179705
CZE,Czechoslovakia,1.0,1.0,1938,294.489288330078
CZE,Czechoslovakia,1.0,1.0,1939,231.699996948242
CZE,Czechoslovakia,1.0,1.0,1940,
CZE,Czechoslovakia,1.0,1.0,1941,
CZE,Czechoslovakia,1.0,1.0,1942,
CZE,Czechoslovakia,1.0,1.0,1943,
CZE,Czechoslovakia,1.0,1.0,1944,
CZE,Czechoslovakia,1.0,1.0,1945,40.4000015258789
CZE,Czechoslovakia,1.0,1.0,1946,205.600006103516
CZE,Czechoslovakia,1.0,1.0,1947,576.700012207031
CZE,Czechoslovakia,1.0,1.0,1948,825.099975585938
CZE,Czechoslovakia,1.0,1.0,1949,681.4000244140619
CZE,Czechoslovakia,1.0,1.0,1950,639.4000244140619
CZE,Czechoslovakia,1.0,1.0,1951,896.7000122070309
CZE,Czechoslovakia,1.0,1.0,1952,876.0
CZE,Czechoslovakia,1.0,1.0,1953,879.2000122070309
CZE,Czechoslovakia,1.0,1.0,1954,932.900024414062
CZE,Czechoslovakia,1.0,1.0,1955,1157.90002441406
CZE,Czechoslovakia,1.0,1.0,1956,1304.09997558594
CZE,Czechoslovakia,1.0,1.0,1957,1525.5
CZE,Czechoslovakia,1.0,1.0,1958,1357.30004882812
CZE,Czechoslovakia,1.0,1.0,1959,1602.5
CZE,Czechoslovakia,1.0,1.0,1960,
CZE,Czechoslovakia,1.0,1.0,1961,
CZE,Czechoslovakia,1.0,1.0,1962,
CZE,Czechoslovakia,1.0,1.0,1963,
CZE,Czechoslovakia,1.0,1.0,1964,
CZE,Czechoslovakia,1.0,1.0,1965,
CZE,Czechoslovakia,1.0,1.0,1966,
CZE,Czechoslovakia,1.0,1.0,1967,
CZE,Czechoslovakia,1.0,1.0,1968,
CZE,Czechoslovakia,1.0,1.0,1969,
CZE,Czechoslovakia,1.0,1.0,1970,
CZE,Czechoslovakia,1.0,1.0,1971,
CZE,Czechoslovakia,1.0,1.0,1972,
CZE,Czechoslovakia,1.0,1.0,1973,
CZE,Czechoslovakia,1.0,1.0,1974,
CZE,Czechoslovakia,1.0,1.0,1975,
CZE,Czechoslovakia,1.0,1.0,1976,
CZE,Czechoslovakia,1.0,1.0,1977,
CZE,Czechoslovakia,1.0,1.0,1978,
CZE,Czechoslovakia,1.0,1.0,1979,
CZE,Czechoslovakia,1.0,1.0,1980,
CZE,Czechoslovakia,1.0,1.0,1981,
CZE,Czechoslovakia,1.0,1.0,1982,
CZE,Czechoslovakia,1.0,1.0,1983,
CZE,Czechoslovakia,1.0,1.0,1984,
CZE,Czechoslovakia,1.0,1.0,1985,
CZE,Czechoslovakia,1.0,1.0,1986,
CZE,Czechoslovakia,1.0,1.0,1987,
CZE,Czechoslovakia,1.0,1.0,1988,
CZE,Czechoslovakia,1.0,1.0,1989,
CZE,Czechoslovakia,1.0,1.0,1990,
CZE,Czechoslovakia,1.0,1.0,1991,
CZE,Czechoslovakia,1.0,1.0,1992,
CZE,Czechoslovakia,1.0,1.0,1993,
CZE,Czechoslovakia,1.0,1.0,1994,
CZE,Czechoslovakia,1.0,1.0,1995,
CZE,Czechoslovakia,1.0,1.0,1996,
CZE,Czechoslovakia,1.0,1.0,1997,
CZE,Czechoslovakia,1.0,1.0,1998,
CZE,Czechoslovakia,1.0,1.0,1999,
CZE,Czechoslovakia,1.0,1.0,2000,
CZE,Czechoslovakia,1.0,1.0,2001,
CZE,Czechoslovakia,1.0,1.0,2002,
CZE,Czechoslovakia,1.0,1.0,2003,
CZE,Czechoslovakia,1.0,1.0,2004,
CZE,Czechoslovakia,1.0,1.0,2005,
CZE,Czechoslovakia,1.0,1.0,2006,
CZE,Czechoslovakia,1.0,1.0,2007,
CZE,Czechoslovakia,1.0,1.0,2008,
CZE,Czechoslovakia,1.0,1.0,2009,
CZE,Czechoslovakia,1.0,1.0,2010,
CZE,Czechoslovakia,1.0,1.0,2011,
CZE,Czechoslovakia,1.0,1.0,2012,
CZE,Czechoslovakia,1.0,1.0,2013,
CZE,Czechoslovakia,1.0,1.0,2014,
CZE,Czechoslovakia,2.0,2.0,1870,
CZE,Czechoslovakia,2.0,2.0,1871,
CZE,Czechoslovakia,2.0,2.0,1872,
CZE,Czechoslovakia,2.0,2.0,1873,
CZE,Czechoslovakia,2.0,2.0,1874,
CZE,Czechoslovakia,2.0,2.0,1875,
CZE,Czechoslovakia,2.0,2.0,1876,
CZE,Czechoslovakia,2.0,2.0,1877,
CZE,Czechoslovakia,2.0,2.0,1878,
CZE,Czechoslovakia,2.0,2.0,1879,
CZE,Czechoslovakia,2.0,2.0,1880,
CZE,Czechoslovakia,2.0,2.0,1881,
CZE,Czechoslovakia,2.0,2.0,1882,
CZE,Czechoslovakia,2.0,2.0,1883,
CZE,Czechoslovakia,2.0,2.0,1884,
CZE,Czechoslovakia,2.0,2.0,1885,
CZE,Czechoslovakia,2.0,2.0,1886,
CZE,Czechoslovakia,2.0,2.0,1887,
CZE,Czechoslovakia,2.0,2.0,1888,
CZE,Czechoslovakia,2.0,2.0,1889,
CZE,Czechoslovakia,2.0,2.0,1890,
CZE,Czechoslovakia,2.0,2.0,1891,
CZE,Czechoslovakia,2.0,2.0,1892,
CZE,Czechoslovakia,2.0,2.0,1893,
CZE,Czechoslovakia,2.0,2.0,1894,
CZE,Czechoslovakia,2.0,2.0,1895,
CZE,Czechoslovakia,2.0,2.0,1896,
CZE,Czechoslovakia,2.0,2.0,1897,
CZE,Czechoslovakia,2.0,2.0,1898,
CZE,Czechoslovakia,2.0,2.0,1899,
CZE,Czechoslovakia,2.0,2.0,1900,
CZE,Czechoslovakia,2.0,2.0,1901,
CZE,Czechoslovakia,2.0,2.0,1902,
CZE,Czechoslovakia,2.0,2.0,1903,
CZE,Czechoslovakia,2.0,2.0,1904,
CZE,Czechoslovakia,2.0,2.0,1905,
CZE,Czechoslovakia,2.0,2.0,1906,
CZE,Czechoslovakia,2.0,2.0,1907,
CZE,Czechoslovakia,2.0,2.0,1908,
CZE,Czechoslovakia,2.0,2.0,1909,
CZE,Czechoslovakia,2.0,2.0,1910,
CZE,Czechoslovakia,2.0,2.0,1911,
CZE,Czechoslovakia,2.0,2.0,1912,
CZE,Czechoslovakia,2.0,2.0,1913,
CZE,Czechoslovakia,2.0,2.0,1914,
CZE,Czechoslovakia,2.0,2.0,1915,
CZE,Czechoslovakia,2.0,2.0,1916,
CZE,Czechoslovakia,2.0,2.0,1917,
CZE,Czechoslovakia,2.0,2.0,1918,
CZE,Czechoslovakia,2.0,2.0,1919,
CZE,Czechoslovakia,2.0,2.0,1920,
CZE,Czechoslovakia,2.0,2.0,1921,
CZE,Czechoslovakia,2.0,2.0,1922,
CZE,Czechoslovakia,2.0,2.0,1923,
CZE,Czechoslovakia,2.0,2.0,1924,
CZE,Czechoslovakia,2.0,2.0,1925,
CZE,Czechoslovakia,2.0,2.0,1926,
CZE,Czechoslovakia,2.0,2.0,1927,
CZE,Czechoslovakia,2.0,2.0,1928,
CZE,Czechoslovakia,2.0,2.0,1929,
CZE,Czechoslovakia,2.0,2.0,1930,
CZE,Czechoslovakia,2.0,2.0,1931,
CZE,Czechoslovakia,2.0,2.0,1932,
CZE,Czechoslovakia,2.0,2.0,1933,
CZE,Czechoslovakia,2.0,2.0,1934,
CZE,Czechoslovakia,2.0,2.0,1935,
CZE,Czechoslovakia,2.0,2.0,1936,
CZE,Czechoslovakia,2.0,2.0,1937,
CZE,Czechoslovakia,2.0,2.0,1938,
CZE,Czechoslovakia,2.0,2.0,1939,
CZE,Czechoslovakia,2.0,2.0,1940,
CZE,Czechoslovakia,2.0,2.0,1941,
CZE,Czechoslovakia,2.0,2.0,1942,
CZE,Czechoslovakia,2.0,2.0,1943,
CZE,Czechoslovakia,2.0,2.0,1944,
CZE,Czechoslovakia,2.0,2.0,1945,
CZE,Czechoslovakia,2.0,2.0,1946,
CZE,Czechoslovakia,2.0,2.0,1947,
CZE,Czechoslovakia,2.0,2.0,1948,
CZE,Czechoslovakia,2.0,2.0,1949,
CZE,Czechoslovakia,2.0,2.0,1950,
CZE,Czechoslovakia,2.0,2.0,1951,
CZE,Czechoslovakia,2.0,2.0,1952,
CZE,Czechoslovakia,2.0,2.0,1953,
CZE,Czechoslovakia,2.0,2.0,1954,
CZE,Czechoslovakia,2.0,2.0,1955,
CZE,Czechoslovakia,2.0,2.0,1956,
CZE,Czechoslovakia,2.0,2.0,1957,
CZE,Czechoslovakia,2.0,2.0,1958,
CZE,Czechoslovakia,2.0,2.0,1959,
CZE,Czechoslovakia,2.0,2.0,1960,14.74
CZE,Czechoslovakia,2.0,2.0,1961,15.62
CZE,Czechoslovakia,2.0,2.0,1962,21.12
CZE,Czechoslovakia,2.0,2.0,1963,8.03
CZE,Czechoslovakia,2.0,2.0,1964,
CZE,Czechoslovakia,2.0,2.0,1965,
CZE,Czechoslovakia,2.0,2.0,1966,
CZE,Czechoslovakia,2.0,2.0,1967,
CZE,Czechoslovakia,2.0,2.0,1968,
CZE,Czechoslovakia,2.0,2.0,1969,
CZE,Czechoslovakia,2.0,2.0,1970,
CZE,Czechoslovakia,2.0,2.0,1971,
CZE,Czechoslovakia,2.0,2.0,1972,
CZE,Czechoslovakia,2.0,2.0,1973,
CZE,Czechoslovakia,2.0,2.0,1974,
CZE,Czechoslovakia,2.0,2.0,1975,
CZE,Czechoslovakia,2.0,2.0,1976,
CZE,Czechoslovakia,2.0,2.0,1977,
CZE,Czechoslovakia,2.0,2.0,1978,
CZE,Czechoslovakia,2.0,2.0,1979,
CZE,Czechoslovakia,2.0,2.0,1980,16736.0908
CZE,Czechoslovakia,2.0,2.0,1981,16097.2284
CZE,Czechoslovakia,2.0,2.0,1982,12524.0765724704
CZE,Czechoslovakia,2.0,2.0,1983,12921.3980582524
CZE,Czechoslovakia,2.0,2.0,1984,11898.2818145323
CZE,Czechoslovakia,2.0,2.0,1985,12266.091015169199
CZE,Czechoslovakia,2.0,2.0,1986,14684.9633088726
CZE,Czechoslovakia,2.0,2.0,1987,16294.6818486269
CZE,Czechoslovakia,2.0,2.0,1988,15986.275237874199
CZE,Czechoslovakia,2.0,2.0,1989,15530.185441461399
CZE,Czechoslovakia,2.0,2.0,1990,15069.714073524
CZE,Czechoslovakia,2.0,2.0,1991,11263.6417606649
CZE,Czechoslovakia,2.0,2.0,1992,13946.4105
CZE,Czechoslovakia,2.0,2.0,1993,
CZE,Czechoslovakia,2.0,2.0,1994,
CZE,Czechoslovakia,2.0,2.0,1995,
CZE,Czechoslovakia,2.0,2.0,1996,
CZE,Czechoslovakia,2.0,2.0,1997,
CZE,Czechoslovakia,2.0,2.0,1998,
CZE,Czechoslovakia,2.0,2.0,1999,
CZE,Czechoslovakia,2.0,2.0,2000,
CZE,Czechoslovakia,2.0,2.0,2001,
CZE,Czechoslovakia,2.0,2.0,2002,
CZE,Czechoslovakia,2.0,2.0,2003,
CZE,Czechoslovakia,2.0,2.0,2004,
CZE,Czechoslovakia,2.0,2.0,2005,
CZE,Czechoslovakia,2.0,2.0,2006,
CZE,Czechoslovakia,2.0,2.0,2007,
CZE,Czechoslovakia,2.0,2.0,2008,
CZE,Czechoslovakia,2.0,2.0,2009,
CZE,Czechoslovakia,2.0,2.0,2010,
CZE,Czechoslovakia,2.0,2.0,2011,
CZE,Czechoslovakia,2.0,2.0,2012,
CZE,Czechoslovakia,2.0,2.0,2013,
CZE,Czechoslovakia,2.0,2.0,2014,
CZE,Czechoslovakia,2.2,2.2,1870,
CZE,Czechoslovakia,2.2,2.2,1871,
CZE,Czechoslovakia,2.2,2.2,1872,
CZE,Czechoslovakia,2.2,2.2,1873,
CZE,Czechoslovakia,2.2,2.2,1874,
CZE,Czechoslovakia,2.2,2.2,1875,
CZE,Czechoslovakia,2.2,2.2,1876,
CZE,Czechoslovakia,2.2,2.2,1877,
CZE,Czechoslovakia,2.2,2.2,1878,
CZE,Czechoslovakia,2.2,2.2,1879,
CZE,Czechoslovakia,2.2,2.2,1880,
CZE,Czechoslovakia,2.2,2.2,1881,
CZE,Czechoslovakia,2.2,2.2,1882,
CZE,Czechoslovakia,2.2,2.2,1883,
CZE,Czechoslovakia,2.2,2.2,1884,
CZE,Czechoslovakia,2.2,2.2,1885,
CZE,Czechoslovakia,2.2,2.2,1886,
CZE,Czechoslovakia,2.2,2.2,1887,
CZE,Czechoslovakia,2.2,2.2,1888,
CZE,Czechoslovakia,2.2,2.2,1889,
CZE,Czechoslovakia,2.2,2.2,1890,
CZE,Czechoslovakia,2.2,2.2,1891,
CZE,Czechoslovakia,2.2,2.2,1892,
CZE,Czechoslovakia,2.2,2.2,1893,
CZE,Czechoslovakia,2.2,2.2,1894,
CZE,Czechoslovakia,2.2,2.2,1895,
CZE,Czechoslovakia,2.2,2.2,1896,
CZE,Czechoslovakia,2.2,2.2,1897,
CZE,Czechoslovakia,2.2,2.2,1898,
CZE,Czechoslovakia,2.2,2.2,1899,
CZE,Czechoslovakia,2.2,2.2,1900,
CZE,Czechoslovakia,2.2,2.2,1901,
CZE,Czechoslovakia,2.2,2.2,1902,
CZE,Czechoslovakia,2.2,2.2,1903,
CZE,Czechoslovakia,2.2,2.2,1904,
CZE,Czechoslovakia,2.2,2.2,1905,
CZE,Czechoslovakia,2.2,2.2,1906,
CZE,Czechoslovakia,2.2,2.2,1907,
CZE,Czechoslovakia,2.2,2.2,1908,
CZE,Czechoslovakia,2.2,2.2,1909,
CZE,Czechoslovakia,2.2,2.2,1910,
CZE,Czechoslovakia,2.2,2.2,1911,
CZE,Czechoslovakia,2.2,2.2,1912,
CZE,Czechoslovakia,2.2,2.2,1913,
CZE,Czechoslovakia,2.2,2.2,1914,
CZE,Czechoslovakia,2.2,2.2,1915,
CZE,Czechoslovakia,2.2,2.2,1916,
CZE,Czechoslovakia,2.2,2.2,1917,
CZE,Czechoslovakia,2.2,2.2,1918,
CZE,Czechoslovakia,2.2,2.2,1919,
CZE,Czechoslovakia,2.2,2.2,1920,
CZE,Czechoslovakia,2.2,2.2,1921,
CZE,Czechoslovakia,2.2,2.2,1922,
CZE,Czechoslovakia,2.2,2.2,1923,
CZE,Czechoslovakia,2.2,2.2,1924,
CZE,Czechoslovakia,2.2,2.2,1925,
CZE,Czechoslovakia,2.2,2.2,1926,
CZE,Czechoslovakia,2.2,2.2,1927,
CZE,Czechoslovakia,2.2,2.2,1928,
CZE,Czechoslovakia,2.2,2.2,1929,
CZE,Czechoslovakia,2.2,2.2,1930,
CZE,Czechoslovakia,2.2,2.2,1931,
CZE,Czechoslovakia,2.2,2.2,1932,
CZE,Czechoslovakia,2.2,2.2,1933,
CZE,Czechoslovakia,2.2,2.2,1934,
CZE,Czechoslovakia,2.2,2.2,1935,
CZE,Czechoslovakia,2.2,2.2,1936,
CZE,Czechoslovakia,2.2,2.2,1937,
CZE,Czechoslovakia,2.2,2.2,1938,
CZE,Czechoslovakia,2.2,2.2,1939,
CZE,Czechoslovakia,2.2,2.2,1940,
CZE,Czechoslovakia,2.2,2.2,1941,
CZE,Czechoslovakia,2.2,2.2,1942,
CZE,Czechoslovakia,2.2,2.2,1943,
CZE,Czechoslovakia,2.2,2.2,1944,
CZE,Czechoslovakia,2.2,2.2,1945,
CZE,Czechoslovakia,2.2,2.2,1946,
CZE,Czechoslovakia,2.2,2.2,1947,
CZE,Czechoslovakia,2.2,2.2,1948,
CZE,Czechoslovakia,2.2,2.2,1949,
CZE,Czechoslovakia,2.2,2.2,1950,
CZE,Czechoslovakia,2.2,2.2,1951,
CZE,Czechoslovakia,2.2,2.2,1952,
CZE,Czechoslovakia,2.2,2.2,1953,
CZE,Czechoslovakia,2.2,2.2,1954,
CZE,Czechoslovakia,2.2,2.2,1955,
CZE,Czechoslovakia,2.2,2.2,1956,
CZE,Czechoslovakia,2.2,2.2,1957,
CZE,Czechoslovakia,2.2,2.2,1958,
CZE,Czechoslovakia,2.2,2.2,1959,
CZE,Czechoslovakia,2.2,2.2,1960,
CZE,Czechoslovakia,2.2,2.2,1961,
CZE,Czechoslovakia,2.2,2.2,1962,
CZE,Czechoslovakia,2.2,2.2,1963,
CZE,Czechoslovakia,2.2,2.2,1964,2429.18994140625
CZE,Czechoslovakia,2.2,2.2,1965,2672.0
CZE,Czechoslovakia,2.2,2.2,1966,2736.18994140625
CZE,Czechoslovakia,2.2,2.2,1967,2680.06005859375
CZE,Czechoslovakia,2.2,2.2,1968,3077.0
CZE,Czechoslovakia,2.2,2.2,1969,3294.0
CZE,Czechoslovakia,2.2,2.2,1970,3695.0
CZE,Czechoslovakia,2.2,2.2,1971,4010.0
CZE,Czechoslovakia,2.2,2.2,1972,4662.41015625
CZE,Czechoslovakia,2.2,2.2,1973,6137.43994140625
CZE,Czechoslovakia,2.2,2.2,1974,7532.169921875
CZE,Czechoslovakia,2.2,2.2,1975,9105.509765625
CZE,Czechoslovakia,2.2,2.2,1976,9706.33984375
CZE,Czechoslovakia,2.2,2.2,1977,11186.6103515625
CZE,Czechoslovakia,2.2,2.2,1978,12604.16015625
CZE,Czechoslovakia,2.2,2.2,1979,14360.1103515625
CZE,Czechoslovakia,2.2,2.2,1980,
CZE,Czechoslovakia,2.2,2.2,1981,
CZE,Czechoslovakia,2.2,2.2,1982,
CZE,Czechoslovakia,2.2,2.2,1983,
CZE,Czechoslovakia,2.2,2.2,1984,
CZE,Czechoslovakia,2.2,2.2,1985,
CZE,Czechoslovakia,2.2,2.2,1986,
CZE,Czechoslovakia,2.2,2.2,1987,
CZE,Czechoslovakia,2.2,2.2,1988,
CZE,Czechoslovakia,2.2,2.2,1989,
CZE,Czechoslovakia,2.2,2.2,1990,
CZE,Czechoslovakia,2.2,2.2,1991,
CZE,Czechoslovakia,2.2,2.2,1992,
CZE,Czechoslovakia,2.2,2.2,1993,
CZE,Czechoslovakia,2.2,2.2,1994,
CZE,Czechoslovakia,2.2,2.2,1995,
CZE,Czechoslovakia,2.2,2.2,1996,
CZE,Czechoslovakia,2.2,2.2,1997,
CZE,Czechoslovakia,2.2,2.2,1998,
CZE,Czechoslovakia,2.2,2.2,1999,
CZE,Czechoslovakia,2.2,2.2,2000,
CZE,Czechoslovakia,2.2,2.2,2001,
CZE,Czechoslovakia,2.2,2.2,2002,
CZE,Czechoslovakia,2.2,2.2,2003,
CZE,Czechoslovakia,2.2,2.2,2004,
CZE,Czechoslovakia,2.2,2.2,2005,
CZE,Czechoslovakia,2.2,2.2,2006,
CZE,Czechoslovakia,2.2,2.2,2007,
CZE,Czechoslovakia,2.2,2.2,2008,
CZE,Czechoslovakia,2.2,2.2,2009,
CZE,Czechoslovakia,2.2,2.2,2010,
CZE,Czechoslovakia,2.2,2.2,2011,
CZE,Czechoslovakia,2.2,2.2,2012,
CZE,Czechoslovakia,2.2,2.2,2013,
CZE,Czechoslovakia,2.2,2.2,2014,
CZR,Czech Republic,2.0,2.0,1870,
CZR,Czech Republic,2.0,2.0,1871,
CZR,Czech Republic,2.0,2.0,1872,
CZR,Czech Republic,2.0,2.0,1873,
CZR,Czech Republic,2.0,2.0,1874,
CZR,Czech Republic,2.0,2.0,1875,
CZR,Czech Republic,2.0,2.0,1876,
CZR,Czech Republic,2.0,2.0,1877,
CZR,Czech Republic,2.0,2.0,1878,
CZR,Czech Republic,2.0,2.0,1879,
CZR,Czech Republic,2.0,2.0,1880,
CZR,Czech Republic,2.0,2.0,1881,
CZR,Czech Republic,2.0,2.0,1882,
CZR,Czech Republic,2.0,2.0,1883,
CZR,Czech Republic,2.0,2.0,1884,
CZR,Czech Republic,2.0,2.0,1885,
CZR,Czech Republic,2.0,2.0,1886,
CZR,Czech Republic,2.0,2.0,1887,
CZR,Czech Republic,2.0,2.0,1888,
CZR,Czech Republic,2.0,2.0,1889,
CZR,Czech Republic,2.0,2.0,1890,
CZR,Czech Republic,2.0,2.0,1891,
CZR,Czech Republic,2.0,2.0,1892,
CZR,Czech Republic,2.0,2.0,1893,
CZR,Czech Republic,2.0,2.0,1894,
CZR,Czech Republic,2.0,2.0,1895,
CZR,Czech Republic,2.0,2.0,1896,
CZR,Czech Republic,2.0,2.0,1897,
CZR,Czech Republic,2.0,2.0,1898,
CZR,Czech Republic,2.0,2.0,1899,
CZR,Czech Republic,2.0,2.0,1900,
CZR,Czech Republic,2.0,2.0,1901,
CZR,Czech Republic,2.0,2.0,1902,
CZR,Czech Republic,2.0,2.0,1903,
CZR,Czech Republic,2.0,2.0,1904,
CZR,Czech Republic,2.0,2.0,1905,
CZR,Czech Republic,2.0,2.0,1906,
CZR,Czech Republic,2.0,2.0,1907,
CZR,Czech Republic,2.0,2.0,1908,
CZR,Czech Republic,2.0,2.0,1909,
CZR,Czech Republic,2.0,2.0,1910,
CZR,Czech Republic,2.0,2.0,1911,
CZR,Czech Republic,2.0,2.0,1912,
CZR,Czech Republic,2.0,2.0,1913,
CZR,Czech Republic,2.0,2.0,1914,
CZR,Czech Republic,2.0,2.0,1915,
CZR,Czech Republic,2.0,2.0,1916,
CZR,Czech Republic,2.0,2.0,1917,
CZR,Czech Republic,2.0,2.0,1918,
CZR,Czech Republic,2.0,2.0,1919,
CZR,Czech Republic,2.0,2.0,1920,
CZR,Czech Republic,2.0,2.0,1921,
CZR,Czech Republic,2.0,2.0,1922,
CZR,Czech Republic,2.0,2.0,1923,
CZR,Czech Republic,2.0,2.0,1924,
CZR,Czech Republic,2.0,2.0,1925,
CZR,Czech Republic,2.0,2.0,1926,
CZR,Czech Republic,2.0,2.0,1927,
CZR,Czech Republic,2.0,2.0,1928,
CZR,Czech Republic,2.0,2.0,1929,
CZR,Czech Republic,2.0,2.0,1930,
CZR,Czech Republic,2.0,2.0,1931,
CZR,Czech Republic,2.0,2.0,1932,
CZR,Czech Republic,2.0,2.0,1933,
CZR,Czech Republic,2.0,2.0,1934,
CZR,Czech Republic,2.0,2.0,1935,
CZR,Czech Republic,2.0,2.0,1936,
CZR,Czech Republic,2.0,2.0,1937,
CZR,Czech Republic,2.0,2.0,1938,
CZR,Czech Republic,2.0,2.0,1939,
