name,level,year,value
Other Western Europe,4,1910,
Other Western Europe,4,1900,
Other Western Europe,4,1890,
Other Western Europe,4,1880,
Other Western Europe,4,1870,
Other Western Europe,4,1860,
Other Western Europe,4,1850,
Other central America,6,2000,2026150.0
Other central America,6,1990,1133978.0
Other central America,6,1980,353892.0
Other central America,6,1970,113913.0
Other central America,6,1960,48949.0
Other central America,6,1950,
Other central America,6,1940,
Other central America,6,1930,10514.0
Other central America,6,1920,4912.0
Other central America,6,1910,1736.0
Other central America,6,1900,3897.0
Other central America,6,1890,1192.0
Other central America,6,1880,70700.0
Other central America,6,1870,30100.0
Other central America,6,1860,23300.0
Other central America,6,1850,14100.0
Palestine,1,2000,
Palestine,1,1990,21070.0
Palestine,1,1980,
Palestine,1,1970,
Palestine,1,1960,
Palestine,1,1950,
Palestine,1,1940,
Palestine,1,1930,6137.0
Palestine,1,1920,3203.0
Palestine,1,1910,
Palestine,1,1900,
Palestine,1,1890,
Palestine,1,1880,
Palestine,1,1870,
Palestine,1,1860,
Palestine,1,1850,
Poland,1,2000,466742.0
Poland,1,1990,388328.0
Poland,1,1980,418128.0
Poland,1,1970,548107.0
Poland,1,1960,747750.0
Poland,1,1950,
Poland,1,1940,
Poland,1,1930,1268583.0
Poland,1,1920,1139979.0
Poland,1,1910,937884.0
Poland,1,1900,383407.0
Poland,1,1890,147440.0
Poland,1,1880,48557.0
Poland,1,1870,14436.0
Poland,1,1860,7298.0
Poland,1,1850,
Portugal,1,2000,203119.0
Portugal,1,1990,210122.0
Portugal,1,1980,209968.0
Portugal,1,1970,119899.0
Portugal,1,1960,80276.0
Portugal,1,1950,
Portugal,1,1940,
Portugal,1,1930,108775.0
Portugal,1,1920,103976.0
Portugal,1,1910,77634.0
Portugal,1,1900,40376.0
Portugal,1,1890,25735.0
Portugal,1,1880,15650.0
Portugal,1,1870,8973.0
Portugal,1,1860,5477.0
Portugal,1,1850,1274.0
Region or country not reported,8,2000,31600.0
Region or country not reported,8,1990,808158.0
Region or country not reported,8,1980,887343.0
Region or country not reported,8,1970,315732.0
Region or country not reported,8,1960,59890.0
Region or country not reported,8,1950,
Region or country not reported,8,1940,
Region or country not reported,8,1930,6596.0
Region or country not reported,8,1920,8925.0
Region or country not reported,8,1910,9614.0
Region or country not reported,8,1900,10742.0
Region or country not reported,8,1890,6012.0
Region or country not reported,8,1880,4068.0
Region or country not reported,8,1870,3592.0
Region or country not reported,8,1860,3888.0
Region or country not reported,8,1850,41977.0
Reported by region and/or country,8,2000,31107573.0
Reported by region and/or country,8,1990,18959158.0
Reported by region and/or country,8,1980,13192563.0
Reported by region and/or country,8,1970,9303570.0
Reported by region and/or country,8,1960,9678201.0
Reported by region and/or country,8,1950,
Reported by region and/or country,8,1940,
Reported by region and/or country,8,1930,14197553.0
Reported by region and/or country,8,1920,13911767.0
Reported by region and/or country,8,1910,13506272.0
Reported by region and/or country,8,1900,10330534.0
Reported by region and/or country,8,1890,9243535.0
Reported by region and/or country,8,1880,6675875.0
Reported by region and/or country,8,1870,5563637.0
Reported by region and/or country,8,1860,4134809.0
Reported by region and/or country,8,1850,2202625.0
Romania,1,2000,135966.0
Romania,1,1990,91106.0
Romania,1,1980,66994.0
Romania,1,1970,70687.0
Romania,1,1960,84575.0
Romania,1,1950,
Romania,1,1940,
Romania,1,1930,146393.0
Romania,1,1920,102823.0
Romania,1,1910,65923.0
Romania,1,1900,15032.0
Romania,1,1890,
Romania,1,1880,
Romania,1,1870,
Romania,1,1860,
Romania,1,1850,
Sandwich Islands (Hawaii),1,2000,
Sandwich Islands (Hawaii),1,1990,
Sandwich Islands (Hawaii),1,1980,
Sandwich Islands (Hawaii),1,1970,
Sandwich Islands (Hawaii),1,1960,
Sandwich Islands (Hawaii),1,1950,
Sandwich Islands (Hawaii),1,1940,
Sandwich Islands (Hawaii),1,1930,
Sandwich Islands (Hawaii),1,1920,
Sandwich Islands (Hawaii),1,1910,
Sandwich Islands (Hawaii),1,1900,
Sandwich Islands (Hawaii),1,1890,1304.0
Sandwich Islands (Hawaii),1,1880,1147.0
Sandwich Islands (Hawaii),1,1870,58400.0
Sandwich Islands (Hawaii),1,1860,43500.0
Sandwich Islands (Hawaii),1,1850,58800.0
Scandinavia,2,2000,140394.0
Scandinavia,2,1990,158299.0
Scandinavia,2,1980,216533.0
Scandinavia,2,1970,334117.0
Scandinavia,2,1960,522653.0
Scandinavia,2,1950,
Scandinavia,2,1940,
Scandinavia,2,1930,1267818.0
Scandinavia,2,1920,1328426.0
Scandinavia,2,1910,1380413.0
Scandinavia,2,1900,1134733.0
Scandinavia,2,1890,933249.0
Scandinavia,2,1880,440262.0
Scandinavia,2,1870,241685.0
Scandinavia,2,1860,72582.0
Scandinavia,2,1850,18075.0
Scotland,1,2000,88445.0
Scotland,1,1990,104168.0
Scotland,1,1980,142001.0
Scotland,1,1970,170134.0
Scotland,1,1960,213219.0
Scotland,1,1950,
Scotland,1,1940,
Scotland,1,1930,354323.0
Scotland,1,1920,254570.0
Scotland,1,1910,261076.0
Scotland,1,1900,233524.0
Scotland,1,1890,242231.0
Scotland,1,1880,170136.0
Scotland,1,1870,140835.0
Scotland,1,1860,108518.0
Scotland,1,1850,70550.0
South America,7,2000,1930271.0
South America,7,1990,1037497.0
South America,7,1980,561011.0
South America,7,1970,255238.0
South America,7,1960,89536.0
South America,7,1950,
South America,7,1940,
South America,7,1930,33623.0
South America,7,1920,18551.0
South America,7,1910,8228.0
South America,7,1900,4733.0
South America,7,1890,5006.0
South America,7,1880,4566.0
South America,7,1870,3565.0
South America,7,1860,3263.0
South America,7,1850,1543.0
Southern Europe,5,2000,934665.0
Southern Europe,5,1990,1054141.0
Southern Europe,5,1980,1336805.0
Southern Europe,5,1970,1363195.0
Southern Europe,5,1960,1541441.0
Southern Europe,5,1950,
Southern Europe,5,1940,
Southern Europe,5,1930,2133092.0
Southern Europe,5,1920,1939600.0
Southern Europe,5,1910,1544149.0
Southern Europe,5,1900,539968.0
Southern Europe,5,1890,216387.0
Southern Europe,5,1880,66249.0
Southern Europe,5,1870,30416.0
Southern Europe,5,1860,21726.0
Southern Europe,5,1850,8152.0
Southern and Eastern Europe,6,2000,2840721.0
Southern and Eastern Europe,6,1990,2285513.0
Southern and Eastern Europe,6,1980,2748547.0
Southern and Eastern Europe,6,1970,3090991.0
Southern and Eastern Europe,6,1960,3907020.0
Southern and Eastern Europe,6,1950,
Southern and Eastern Europe,6,1940,
Southern and Eastern Europe,6,1930,5918982.0
Southern and Eastern Europe,6,1920,5670927.0
Southern and Eastern Europe,6,1910,4500932.0
Southern and Eastern Europe,6,1900,1674648.0
Southern and Eastern Europe,6,1890,728851.0
Southern and Eastern Europe,6,1880,248620.0
Southern and Eastern Europe,6,1870,93824.0
Southern and Eastern Europe,6,1860,32312.0
Southern and Eastern Europe,6,1850,9672.0
Soviet Union (former),1,2000,838809.0
Soviet Union (former),1,1990,333725.0
Soviet Union (former),1,1980,406022.0
Soviet Union (former),1,1970,463462.0
Soviet Union (former),1,1960,690598.0
Soviet Union (former),1,1950,
Soviet Union (former),1,1940,
Soviet Union (former),1,1930,1153628.0
Soviet Union (former),1,1920,1400495.0
Soviet Union (former),1,1910,1184412.0
Soviet Union (former),1,1900,423726.0
Soviet Union (former),1,1890,182644.0
Soviet Union (former),1,1880,35722.0
Soviet Union (former),1,1870,4644.0
Soviet Union (former),1,1860,3160.0
Soviet Union (former),1,1850,1414.0
Spain,1,2000,82858.0
Spain,1,1990,76415.0
Spain,1,1980,73735.0
Spain,1,1970,57488.0
Spain,1,1960,44999.0
Spain,1,1950,
Spain,1,1940,
Spain,1,1930,59362.0
Spain,1,1920,49535.0
Spain,1,1910,22108.0
Spain,1,1900,7050.0
Spain,1,1890,6185.0
Spain,1,1880,5121.0
Spain,1,1870,3764.0
Spain,1,1860,4244.0
Spain,1,1850,3113.0
Sweeden,1,2000,49724.0
Sweeden,1,1990,53676.0
Sweeden,1,1980,77157.0
Sweeden,1,1970,127070.0
Sweeden,1,1960,214491.0
Sweeden,1,1950,
Sweeden,1,1940,
Sweeden,1,1930,595250.0
Sweeden,1,1920,625585.0
Sweeden,1,1910,665207.0
Sweeden,1,1900,582014.0
Sweeden,1,1890,478041.0
Sweeden,1,1880,194337.0
Sweeden,1,1870,97332.0
Sweeden,1,1860,18625.0
Sweeden,1,1850,3559.0
Switzerland,1,2000,43106.0
Switzerland,1,1990,39130.0
Switzerland,1,1980,42804.0
Switzerland,1,1970,49732.0
Switzerland,1,1960,61568.0
Switzerland,1,1950,
Switzerland,1,1940,
Switzerland,1,1930,113010.0
Switzerland,1,1920,118659.0
Switzerland,1,1910,124848.0
Switzerland,1,1900,115593.0
Switzerland,1,1890,104069.0
Switzerland,1,1880,88621.0
Switzerland,1,1870,75153.0
Switzerland,1,1860,53327.0
Switzerland,1,1850,13358.0
Syria,1,2000,54561.0
Syria,1,1990,36782.0
Syria,1,1980,22081.0
Syria,1,1970,14962.0
Syria,1,1960,16717.0
Syria,1,1950,
Syria,1,1940,
Syria,1,1930,57227.0
Syria,1,1920,51901.0
Syria,1,1910,
Syria,1,1900,
Syria,1,1890,
Syria,1,1880,
Syria,1,1870,
Syria,1,1860,
Syria,1,1850,
Total,9,2000,31107889.0
Total,9,1990,19767316.0
Total,9,1980,14079906.0
Total,9,1970,9619302.0
Total,9,1960,9738091.0
Total,9,1950,
Total,9,1940,
Total,9,1930,14204149.0
Total,9,1920,13920692.0
Total,9,1910,13515886.0
Total,9,1900,10341276.0
Total,9,1890,9249547.0
Total,9,1880,6679943.0
Total,9,1870,5567229.0
Total,9,1860,4138697.0
Total,9,1850,2244602.0
Turkey in Asia,1,2000,78378.0
Turkey in Asia,1,1990,55087.0
Turkey in Asia,1,1980,51915.0
Turkey in Asia,1,1970,48085.0
Turkey in Asia,1,1960,52228.0
Turkey in Asia,1,1950,
Turkey in Asia,1,1940,
Turkey in Asia,1,1930,46654.0
Turkey in Asia,1,1920,11019.0
Turkey in Asia,1,1910,59729.0
Turkey in Asia,1,1900,
Turkey in Asia,1,1890,
Turkey in Asia,1,1880,
Turkey in Asia,1,1870,
Turkey in Asia,1,1860,
Turkey in Asia,1,1850,
Turkey in Europe,1,2000,
Turkey in Europe,1,1990,
Turkey in Europe,1,1980,
Turkey in Europe,1,1970,
Turkey in Europe,1,1960,
Turkey in Europe,1,1950,
Turkey in Europe,1,1940,
Turkey in Europe,1,1930,2257.0
Turkey in Europe,1,1920,5284.0
Turkey in Europe,1,1910,32230.0
Turkey in Europe,1,1900,9910.0
Turkey in Europe,1,1890,1839.0
Turkey in Europe,1,1880,1205.0
Turkey in Europe,1,1870,30200.0
Turkey in Europe,1,1860,12800.0
Turkey in Europe,1,1850,10600.0
United Kingdom,3,2000,677751.0
United Kingdom,3,1990,640145.0
United Kingdom,3,1980,669149.0
United Kingdom,3,1970,686099.0
United Kingdom,3,1960,833055.0
United Kingdom,3,1950,
United Kingdom,3,1940,
United Kingdom,3,1930,1402923.0
United Kingdom,3,1920,
United Kingdom,3,1910,
United Kingdom,3,1900,
United Kingdom,3,1890,
United Kingdom,3,1880,
United Kingdom,3,1870,
United Kingdom,3,1860,
United Kingdom,3,1850,
Wales,1,2000,1094800.0
Wales,1,1990,1063800.0
Wales,1,1980,1352800.0
Wales,1,1970,1701400.0
Wales,1,1960,2346900.0
Wales,1,1950,
Wales,1,1940,
Wales,1,1930,6020500.0
Wales,1,1920,6706600.0
Wales,1,1910,8248800.0
Wales,1,1900,9358600.0
Wales,1,1890,10007900.0
Wales,1,1880,8330200.0
Wales,1,1870,7453300.0
Wales,1,1860,4576300.0
Wales,1,1850,2986800.0
Western Europe,5,2000,1095847.0
Western Europe,5,1990,1090582.0
Western Europe,5,1980,1300758.0
Western Europe,5,1970,1357609.0
Western Europe,5,1960,1640541.0
Western Europe,5,1950,
Western Europe,5,1940,
Western Europe,5,1930,2434705.0
Western Europe,5,1920,2740767.0
Western Europe,5,1910,3352378.0
Western Europe,5,1900,3286834.0
Western Europe,5,1890,3232757.0
Western Europe,5,1880,2287458.0
Western Europe,5,1870,1977753.0
Western Europe,5,1860,1501686.0
Western Europe,5,1850,663308.0
Yugoslavia,1,2000,27831400.0
Yugoslavia,1,1990,14151600.0
Yugoslavia,1,1980,15296700.0
Yugoslavia,1,1970,15374500.0
Yugoslavia,1,1960,16579800.0
Yugoslavia,1,1950,
Yugoslavia,1,1940,
Yugoslavia,1,1930,21141600.0
Yugoslavia,1,1920,16943900.0
Yugoslavia,1,1910,
Yugoslavia,1,1900,
Yugoslavia,1,1890,
Yugoslavia,1,1880,
Yugoslavia,1,1870,
Yugoslavia,1,1860,
Yugoslavia,1,1850,
